Datalog report
Fri Feb 14 08:59:54 2025

                      Lot:  8IQY47003.05-TT-I
                   Tester:  smartscale00.anoralabs.com
                  Program:  IBM_NP_Master_Rev004_HT.ttf
                      Rev:  
                   Device:  B6811850
          Device Revision:  
                    Sites:  1
             Package Type:  B6811850
                 Operator:  Joe
                Test Code:  FT
         Test Temperature:  25C
        Handler or Prober:  handtest (Offline)
         Smartest Version:  7.10.6.0
    Smartest Release Date:  Thu, 04 Aug 2022 08:14:36 +0200
           Executive Name:  TCCT
        Executive Version:  1.9.8
   Executive Release Date:  20200617


Site1 PartID: "P8299856"
Number     Test Name                                                             Low           Measured               High       Site(P/F)
721101     vdd_core                                                            0.080V     <      0.0997V     <       0.120V      Site:1
422007     chip_tdf4_core_row1_misr_opcg2p_logic_2                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422008     chip_tdf4_core_row1_misr_opcg2p_logic_3                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422009     chip_tdf4_core_row1_misr_opcg2p_logic_4                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422010     chip_tdf4_core_row1_misr_opcg2p_logic_5                            25.000MHZ   <    435.0000MHZ   <     500.000MHZ    Site:1
422011     chip_tdf4_core_row2_misr_opcg2p_logic_1                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422012     chip_tdf4_core_row2_misr_opcg2p_logic_2                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422013     chip_tdf4_core_row2_misr_opcg2p_logic_3                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422014     chip_tdf4_core_row2_misr_opcg2p_logic_4                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422015     chip_tdf4_core_row2_misr_opcg2p_logic_5                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422016     chip_tdf4_core_row3_misr_opcg2p_logic_1                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422017     chip_tdf4_core_row3_misr_opcg2p_logic_2                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422018     chip_tdf4_core_row3_misr_opcg2p_logic_3                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422019     chip_tdf4_core_row3_misr_opcg2p_logic_4                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422020     chip_tdf4_core_row3_misr_opcg2p_logic_5                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422021     chip_tdf4_core_row4_misr_opcg2p_logic_1                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422022     chip_tdf4_core_row4_misr_opcg2p_logic_2                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422023     chip_tdf4_core_row4_misr_opcg2p_logic_3                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422024     chip_tdf4_core_row4_misr_opcg2p_logic_4                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422025     chip_tdf4_core_row4_misr_opcg2p_logic_5                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422026     chip_tdf4_core_row5_misr_opcg2p_logic_1                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422027     chip_tdf4_core_row5_misr_opcg2p_logic_2                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422028     chip_tdf4_core_row5_misr_opcg2p_logic_3                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422029     chip_tdf4_core_row5_misr_opcg2p_logic_4                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422030     chip_tdf4_core_row5_misr_opcg2p_logic_5                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422031     chip_tdf4_core_row6_misr_opcg2p_logic_1                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422032     chip_tdf4_core_row6_misr_opcg2p_logic_2                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422033     chip_tdf4_core_row6_misr_opcg2p_logic_3                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422034     chip_tdf4_core_row6_misr_opcg2p_logic_4                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422035     chip_tdf4_core_row6_misr_opcg2p_logic_5                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422036     chip_tdf4_core_row7_misr_opcg2p_logic_1                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422037     chip_tdf4_core_row7_misr_opcg2p_logic_2                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422038     chip_tdf4_core_row7_misr_opcg2p_logic_3                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422039     chip_tdf4_core_row7_misr_opcg2p_logic_4                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
422040     chip_tdf4_core_row7_misr_opcg2p_logic_5                            25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
423001     chip_tdf4_core_row0_misr_opcg3p_scan_1                             25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
423002     chip_tdf4_core_row1_misr_opcg3p_scan_1                             25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
423003     chip_tdf4_core_row2_misr_opcg3p_scan_1                             25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
423004     chip_tdf4_core_row3_misr_opcg3p_scan_1                             25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
423005     chip_tdf4_core_row4_misr_opcg3p_scan_1                             25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
423006     chip_tdf4_core_row5_misr_opcg3p_scan_1                             25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
423007     chip_tdf4_core_row6_misr_opcg3p_scan_1                             25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
423008     chip_tdf4_core_row7_misr_opcg3p_scan_1                             25.000MHZ   <    400.0000MHZ   <     500.000MHZ    Site:1
424001     chip_tdf4_core_row0_misr_opcg3p_logic_1                            25.000MHZ   <    390.0000MHZ   <     500.000MHZ    Site:1
424002     chip_tdf4_core_row0_misr_opcg3p_logic_2                            25.000MHZ   <    390.0000MHZ   <     500.000MHZ    Site:1
424003     chip_tdf4_core_row0_misr_opcg3p_logic_3                            25.000MHZ   <    390.0000MHZ   <     500.000MHZ    Site:1
424004     chip_tdf4_core_row0_misr_opcg3p_logic_4                            25.000MHZ   <    390.0000MHZ   <     500.000MHZ    Site:1
424005     chip_tdf4_core_row0_misr_opcg3p_logic_5                            25.000MHZ   <    390.0000MHZ   <     500.000MHZ    Site:1
424006     chip_tdf4_core_row1_misr_opcg3p_logic_1                            25.000MHZ   <    390.0000MHZ   <     500.000MHZ    Site:1
424007     chip_tdf4_core_row1_misr_opcg3p_logic_2                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424008     chip_tdf4_core_row1_misr_opcg3p_logic_3                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424009     chip_tdf4_core_row1_misr_opcg3p_logic_4                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424010     chip_tdf4_core_row1_misr_opcg3p_logic_5                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424011     chip_tdf4_core_row2_misr_opcg3p_logic_1                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424012     chip_tdf4_core_row2_misr_opcg3p_logic_2                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424013     chip_tdf4_core_row2_misr_opcg3p_logic_3                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424014     chip_tdf4_core_row2_misr_opcg3p_logic_4                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424015     chip_tdf4_core_row2_misr_opcg3p_logic_5                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424016     chip_tdf4_core_row3_misr_opcg3p_logic_1                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424017     chip_tdf4_core_row3_misr_opcg3p_logic_2                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424018     chip_tdf4_core_row3_misr_opcg3p_logic_3                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424019     chip_tdf4_core_row3_misr_opcg3p_logic_4                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424020     chip_tdf4_core_row3_misr_opcg3p_logic_5                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424021     chip_tdf4_core_row4_misr_opcg3p_logic_1                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424022     chip_tdf4_core_row4_misr_opcg3p_logic_2                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424023     chip_tdf4_core_row4_misr_opcg3p_logic_3                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424024     chip_tdf4_core_row4_misr_opcg3p_logic_4                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424025     chip_tdf4_core_row4_misr_opcg3p_logic_5                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424026     chip_tdf4_core_row5_misr_opcg3p_logic_1                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424027     chip_tdf4_core_row5_misr_opcg3p_logic_2                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424028     chip_tdf4_core_row5_misr_opcg3p_logic_3                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424029     chip_tdf4_core_row5_misr_opcg3p_logic_4                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424030     chip_tdf4_core_row5_misr_opcg3p_logic_5                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424031     chip_tdf4_core_row6_misr_opcg3p_logic_1                            25.000MHZ   <    385.0000MHZ   <     500.000MHZ    Site:1
424032     chip_tdf4_core_row6_misr_opcg3p_logic_2                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
424033     chip_tdf4_core_row6_misr_opcg3p_logic_3                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
424034     chip_tdf4_core_row6_misr_opcg3p_logic_4                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
424035     chip_tdf4_core_row6_misr_opcg3p_logic_5                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
424036     chip_tdf4_core_row7_misr_opcg3p_logic_1                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
424037     chip_tdf4_core_row7_misr_opcg3p_logic_2                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
424038     chip_tdf4_core_row7_misr_opcg3p_logic_3                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
424039     chip_tdf4_core_row7_misr_opcg3p_logic_4                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
424040     chip_tdf4_core_row7_misr_opcg3p_logic_5                            25.000MHZ   <    380.0000MHZ   <     500.000MHZ    Site:1
1000201    vdd_core_SAF_BOTTOM                                                 0.700V     <      0.7498V     <       0.800V      Site:1
414005     chip_saf4_extest_70F7_fullscan_extest_scan_1                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
414006     chip_saf4_extest_77FF_fullscan_extest_scan_1                        1.000NA    <      1.0000NA    <       1.000NA     Site:1
416006     chip_saf4_extest_70F7_fullscan_extest_logic_1                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
416007     chip_saf4_extest_77FF_fullscan_extest_logic_1                       1.000NA    <      1.0000NA    <       1.000NA     Site:1
411009     chip_saf4_core_row8_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411010     chip_saf4_core_row9_misr_nolpg_scan_1                               1.000NA    <      1.0000NA    <       1.000NA     Site:1
411011     chip_saf4_core_row10_misr_nolpg_scan_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
411012     chip_saf4_core_row11_misr_nolpg_scan_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
411013     chip_saf4_core_row12_misr_nolpg_scan_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
411014     chip_saf4_core_row13_misr_nolpg_scan_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
411015     chip_saf4_core_row14_misr_nolpg_scan_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
411016     chip_saf4_core_row15_misr_nolpg_scan_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412057     chip_saf4_core_row8_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412058     chip_saf4_core_row8_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412059     chip_saf4_core_row8_misr_nolpg_logic_3                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412060     chip_saf4_core_row8_misr_nolpg_logic_4                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412061     chip_saf4_core_row8_misr_nolpg_logic_5                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412062     chip_saf4_core_row8_misr_nolpg_logic_6                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412063     chip_saf4_core_row8_misr_nolpg_logic_7                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412064     chip_saf4_core_row9_misr_nolpg_logic_1                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
412065     chip_saf4_core_row9_misr_nolpg_logic_2                              1.000NA    <      1.0000NA    <       1.000NA     Site:1
